strain	virus	accession	date	region	country	state	division	city	db	segment	authors	url	title	journal	paper_url
Yale-WNV0232	wnv	Yale-WNV0232	2018-07-12	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0233	wnv	Yale-WNV0233	2018-07-12	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0234	wnv	Yale-WNV0234	2018-07-12	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0235	wnv	Yale-WNV0235	2018-07-12	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0236	wnv	Yale-WNV0236	2018-07-12	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0237	wnv	Yale-WNV0237	2018-07-12	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0238	wnv	Yale-WNV0238	2018-07-18	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0239	wnv	Yale-WNV0239	2018-07-18	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0240	wnv	Yale-WNV0240	2018-07-18	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0241	wnv	Yale-WNV0241	2018-07-18	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0242	wnv	Yale-WNV0242	2018-07-18	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0243	wnv	Yale-WNV0243	2018-07-18	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0244	wnv	Yale-WNV0244	2018-07-18	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0245	wnv	Yale-WNV0245	2018-07-18	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0246	wnv	Yale-WNV0246	2018-07-18	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0247	wnv	Yale-WNV0247	2018-07-18	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0248	wnv	Yale-WNV0248	2018-07-18	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0250	wnv	Yale-WNV0250	2018-07-19	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0251	wnv	Yale-WNV0251	2018-07-19	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0252	wnv	Yale-WNV0252	2018-07-19	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0253	wnv	Yale-WNV0253	2018-07-19	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0254	wnv	Yale-WNV0254	2018-07-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0255	wnv	Yale-WNV0255	2018-07-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0256	wnv	Yale-WNV0256	2018-07-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0257	wnv	Yale-WNV0257	2018-07-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0258	wnv	Yale-WNV0258	2018-07-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0259	wnv	Yale-WNV0259	2018-07-23	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0260	wnv	Yale-WNV0260	2018-07-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0261	wnv	Yale-WNV0261	2018-07-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0262	wnv	Yale-WNV0262	2018-07-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0263	wnv	Yale-WNV0263	2018-07-23	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0264	wnv	Yale-WNV0264	2018-07-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0265	wnv	Yale-WNV0265	2018-07-24	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0266	wnv	Yale-WNV0266	2018-07-24	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0267	wnv	Yale-WNV0267	2018-07-24	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0268	wnv	Yale-WNV0268	2018-07-24	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0269	wnv	Yale-WNV0269	2018-07-24	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0270	wnv	Yale-WNV0270	2018-07-24	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0271	wnv	Yale-WNV0271	2018-07-24	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0272	wnv	Yale-WNV0272	2018-07-24	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0273	wnv	Yale-WNV0273	2018-07-24	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0274	wnv	Yale-WNV0274	2018-07-24	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0275	wnv	Yale-WNV0275	2018-07-24	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0276	wnv	Yale-WNV0276	2018-07-24	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0277	wnv	Yale-WNV0277	2018-07-24	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0278	wnv	Yale-WNV0278	2018-07-25	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0279	wnv	Yale-WNV0279	2018-07-25	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0280	wnv	Yale-WNV0280	2018-07-25	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0281	wnv	Yale-WNV0281	2018-07-25	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0282	wnv	Yale-WNV0282	2018-07-25	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0283	wnv	Yale-WNV0283	2018-07-25	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0284	wnv	Yale-WNV0284	2018-07-26	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0285	wnv	Yale-WNV0285	2018-07-26	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0286	wnv	Yale-WNV0286	2018-07-26	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0287	wnv	Yale-WNV0287	2018-07-26	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0288	wnv	Yale-WNV0288	2018-07-26	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0289	wnv	Yale-WNV0289	2018-07-26	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0290	wnv	Yale-WNV0290	2018-07-26	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0291	wnv	Yale-WNV0291	2018-07-26	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0292	wnv	Yale-WNV0292	2018-07-26	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0293	wnv	Yale-WNV0293	2018-07-30	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0294	wnv	Yale-WNV0294	2018-07-30	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0295	wnv	Yale-WNV0295	2018-07-30	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0296	wnv	Yale-WNV0296	2018-07-31	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0297	wnv	Yale-WNV0297	2018-07-31	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0298	wnv	Yale-WNV0298	2018-07-31	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0299	wnv	Yale-WNV0299	2018-07-31	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0300	wnv	Yale-WNV0300	2018-07-31	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0301	wnv	Yale-WNV0301	2018-07-31	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0302	wnv	Yale-WNV0302	2018-07-31	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0303	wnv	Yale-WNV0303	2018-07-31	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0304	wnv	Yale-WNV0304	2018-07-31	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0305	wnv	Yale-WNV0305	2018-07-31	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0306	wnv	Yale-WNV0306	2018-07-31	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0307	wnv	Yale-WNV0307	2018-07-31	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0308	wnv	Yale-WNV0308	2018-07-31	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0309	wnv	Yale-WNV0309	2018-07-31	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0310	wnv	Yale-WNV0310	2018-07-31	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0311	wnv	Yale-WNV0311	2018-08-01	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0312	wnv	Yale-WNV0312	2018-08-01	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0313	wnv	Yale-WNV0313	2018-08-01	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0314	wnv	Yale-WNV0314	2018-08-01	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0315	wnv	Yale-WNV0315	2018-08-01	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0316	wnv	Yale-WNV0316	2018-08-01	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0317	wnv	Yale-WNV0317	2018-08-01	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0318	wnv	Yale-WNV0318	2018-08-01	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0319	wnv	Yale-WNV0319	2018-08-01	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0320	wnv	Yale-WNV0320	2018-08-01	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0321	wnv	Yale-WNV0321	2018-08-01	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0322	wnv	Yale-WNV0322	2018-08-02	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0323	wnv	Yale-WNV0323	2018-08-02	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0324	wnv	Yale-WNV0324	2018-08-02	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0325	wnv	Yale-WNV0325	2018-08-02	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0326	wnv	Yale-WNV0326	2018-08-02	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0327	wnv	Yale-WNV0327	2018-08-02	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0328	wnv	Yale-WNV0328	2018-08-02	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0329	wnv	Yale-WNV0329	2018-08-02	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0330	wnv	Yale-WNV0330	2018-08-02	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0331	wnv	Yale-WNV0331	2018-08-02	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0332	wnv	Yale-WNV0332	2018-08-06	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0333	wnv	Yale-WNV0333	2018-08-06	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0334	wnv	Yale-WNV0334	2018-08-06	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0335	wnv	Yale-WNV0335	2018-08-06	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0336	wnv	Yale-WNV0336	2018-08-06	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0338	wnv	Yale-WNV0338	2018-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0339	wnv	Yale-WNV0339	2018-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0340	wnv	Yale-WNV0340	2018-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0341	wnv	Yale-WNV0341	2018-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0342	wnv	Yale-WNV0342	2018-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0343	wnv	Yale-WNV0343	2018-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0344	wnv	Yale-WNV0344	2018-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0345	wnv	Yale-WNV0345	2018-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0346	wnv	Yale-WNV0346	2018-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0347	wnv	Yale-WNV0347	2018-08-08	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0348	wnv	Yale-WNV0348	2018-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0349	wnv	Yale-WNV0349	2018-08-08	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0350	wnv	Yale-WNV0350	2018-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0351	wnv	Yale-WNV0351	2018-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0352	wnv	Yale-WNV0352	2018-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0354	wnv	Yale-WNV0354	2018-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0355	wnv	Yale-WNV0355	2018-08-09	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0356	wnv	Yale-WNV0356	2018-08-09	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0357	wnv	Yale-WNV0357	2018-08-09	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0358	wnv	Yale-WNV0358	2018-08-09	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0359	wnv	Yale-WNV0359	2018-08-09	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0360	wnv	Yale-WNV0360	2018-08-09	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0361	wnv	Yale-WNV0361	2018-08-09	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0362	wnv	Yale-WNV0362	2018-08-09	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0363	wnv	Yale-WNV0363	2018-08-09	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0364	wnv	Yale-WNV0364	2018-08-09	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0365	wnv	Yale-WNV0365	2018-08-09	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0366	wnv	Yale-WNV0366	2018-08-09	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0367	wnv	Yale-WNV0367	2018-08-13	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0368	wnv	Yale-WNV0368	2018-08-13	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0369	wnv	Yale-WNV0369	2018-08-13	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0370	wnv	Yale-WNV0370	2018-08-13	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0371	wnv	Yale-WNV0371	2018-08-13	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0372	wnv	Yale-WNV0372	2018-08-13	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0373	wnv	Yale-WNV0373	2018-08-13	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0374	wnv	Yale-WNV0374	2018-08-14	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0375	wnv	Yale-WNV0375	2018-08-14	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0376	wnv	Yale-WNV0376	2018-08-14	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0377	wnv	Yale-WNV0377	2018-08-14	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0378	wnv	Yale-WNV0378	2018-08-14	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0379	wnv	Yale-WNV0379	2018-08-14	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0380	wnv	Yale-WNV0380	2018-08-14	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0381	wnv	Yale-WNV0381	2018-08-14	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0382	wnv	Yale-WNV0382	2018-08-14	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0383	wnv	Yale-WNV0383	2018-08-14	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0384	wnv	Yale-WNV0384	2018-08-14	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0385	wnv	Yale-WNV0385	2018-08-14	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0386	wnv	Yale-WNV0386	2018-08-14	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0387	wnv	Yale-WNV0387	2018-08-14	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0388	wnv	Yale-WNV0388	2018-08-14	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0389	wnv	Yale-WNV0389	2018-08-14	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0390	wnv	Yale-WNV0390	2018-08-14	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0391	wnv	Yale-WNV0391	2018-08-14	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0393	wnv	Yale-WNV0393	2018-08-15	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0394	wnv	Yale-WNV0394	2018-08-15	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0395	wnv	Yale-WNV0395	2018-08-15	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0396	wnv	Yale-WNV0396	2018-08-15	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0397	wnv	Yale-WNV0397	2018-08-15	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0398	wnv	Yale-WNV0398	2018-08-15	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0399	wnv	Yale-WNV0399	2018-08-15	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0400	wnv	Yale-WNV0400	2018-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0401	wnv	Yale-WNV0401	2018-08-16	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0402	wnv	Yale-WNV0402	2018-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0403	wnv	Yale-WNV0403	2018-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0404	wnv	Yale-WNV0404	2018-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0405	wnv	Yale-WNV0405	2018-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0406	wnv	Yale-WNV0406	2018-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0407	wnv	Yale-WNV0407	2018-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0408	wnv	Yale-WNV0408	2018-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0409	wnv	Yale-WNV0409	2018-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0410	wnv	Yale-WNV0410	2018-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0411	wnv	Yale-WNV0411	2018-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0412	wnv	Yale-WNV0412	2018-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0413	wnv	Yale-WNV0413	2018-08-20	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0414	wnv	Yale-WNV0414	2018-08-20	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0415	wnv	Yale-WNV0415	2018-08-20	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0416	wnv	Yale-WNV0416	2018-08-20	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0417	wnv	Yale-WNV0417	2018-08-20	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0418	wnv	Yale-WNV0418	2018-08-20	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0419	wnv	Yale-WNV0419	2018-08-20	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0420	wnv	Yale-WNV0420	2018-08-21	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0421	wnv	Yale-WNV0421	2018-08-21	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0422	wnv	Yale-WNV0422	2018-08-21	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0423	wnv	Yale-WNV0423	2018-08-21	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0424	wnv	Yale-WNV0424	2018-08-21	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0425	wnv	Yale-WNV0425	2018-08-21	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0426	wnv	Yale-WNV0426	2018-08-21	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0427	wnv	Yale-WNV0427	2018-08-22	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0429	wnv	Yale-WNV0429	2018-08-22	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0430	wnv	Yale-WNV0430	2018-08-22	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0431	wnv	Yale-WNV0431	2018-08-22	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0432	wnv	Yale-WNV0432	2018-08-22	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0433	wnv	Yale-WNV0433	2018-08-22	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0434	wnv	Yale-WNV0434	2018-08-22	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0435	wnv	Yale-WNV0435	2018-08-22	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0436	wnv	Yale-WNV0436	2018-08-22	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0437	wnv	Yale-WNV0437	2018-08-22	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0438	wnv	Yale-WNV0438	2018-08-22	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0439	wnv	Yale-WNV0439	2018-08-22	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0440	wnv	Yale-WNV0440	2018-08-22	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0441	wnv	Yale-WNV0441	2018-08-23	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0442	wnv	Yale-WNV0442	2018-08-23	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0443	wnv	Yale-WNV0443	2018-08-23	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0444	wnv	Yale-WNV0444	2018-08-23	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0445	wnv	Yale-WNV0445	2018-08-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0446	wnv	Yale-WNV0446	2018-08-23	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0447	wnv	Yale-WNV0447	2018-08-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0448	wnv	Yale-WNV0448	2018-08-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0449	wnv	Yale-WNV0449	2018-08-23	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0450	wnv	Yale-WNV0450	2018-08-27	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0451	wnv	Yale-WNV0451	2018-08-27	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0452	wnv	Yale-WNV0452	2018-08-27	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0453	wnv	Yale-WNV0453	2018-08-27	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0454	wnv	Yale-WNV0454	2018-08-27	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0455	wnv	Yale-WNV0455	2018-08-27	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0456	wnv	Yale-WNV0456	2018-08-27	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0457	wnv	Yale-WNV0457	2018-08-27	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0458	wnv	Yale-WNV0458	2018-08-27	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0459	wnv	Yale-WNV0459	2018-08-27	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0460	wnv	Yale-WNV0460	2018-08-27	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0461	wnv	Yale-WNV0461	2018-08-27	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0462	wnv	Yale-WNV0462	2018-08-27	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0463	wnv	Yale-WNV0463	2018-08-27	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0464	wnv	Yale-WNV0464	2018-08-28	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0465	wnv	Yale-WNV0465	2018-08-28	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0466	wnv	Yale-WNV0466	2018-08-28	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0467	wnv	Yale-WNV0467	2018-08-28	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0468	wnv	Yale-WNV0468	2018-08-28	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0469	wnv	Yale-WNV0469	2018-08-28	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0470	wnv	Yale-WNV0470	2018-08-28	North America	USA	CT	CT/Fairfield			genome					
