strain	virus	accession	date	region	country	state	division	city	db	segment	authors	url	title	journal	paper_url	latitude	longitude	county
Yale-WNV0461	wnv	Yale-WNV0461	2018-08-27	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0462	wnv	Yale-WNV0462	2018-08-27	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0463	wnv	Yale-WNV0463	2018-08-27	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0464	wnv	Yale-WNV0464	2018-08-28	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0465	wnv	Yale-WNV0465	2018-08-28	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0466	wnv	Yale-WNV0466	2018-08-28	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0467	wnv	Yale-WNV0467	2018-08-28	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0468	wnv	Yale-WNV0468	2018-08-28	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0469	wnv	Yale-WNV0469	2018-08-28	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0470	wnv	Yale-WNV0470	2018-08-28	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0471	wnv	Yale-WNV0471	2018-08-28	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0472	wnv	Yale-WNV0472	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0473	wnv	Yale-WNV0473	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0474	wnv	Yale-WNV0474	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0475	wnv	Yale-WNV0475	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0476	wnv	Yale-WNV0476	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0477	wnv	Yale-WNV0477	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0478	wnv	Yale-WNV0478	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0479	wnv	Yale-WNV0479	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0480	wnv	Yale-WNV0480	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0481	wnv	Yale-WNV0481	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0482	wnv	Yale-WNV0482	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0483	wnv	Yale-WNV0483	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0484	wnv	Yale-WNV0484	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0485	wnv	Yale-WNV0485	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0486	wnv	Yale-WNV0486	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0487	wnv	Yale-WNV0487	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0488	wnv	Yale-WNV0488	2018-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0489	wnv	Yale-WNV0489	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0490	wnv	Yale-WNV0490	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0491	wnv	Yale-WNV0491	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0492	wnv	Yale-WNV0492	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0493	wnv	Yale-WNV0493	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0494	wnv	Yale-WNV0494	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0495	wnv	Yale-WNV0495	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0496	wnv	Yale-WNV0496	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0497	wnv	Yale-WNV0497	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0498	wnv	Yale-WNV0498	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0499	wnv	Yale-WNV0499	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0500	wnv	Yale-WNV0500	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0501	wnv	Yale-WNV0501	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0502	wnv	Yale-WNV0502	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0503	wnv	Yale-WNV0503	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0504	wnv	Yale-WNV0504	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0505	wnv	Yale-WNV0505	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0506	wnv	Yale-WNV0506	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0507	wnv	Yale-WNV0507	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0508	wnv	Yale-WNV0508	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0509	wnv	Yale-WNV0509	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0510	wnv	Yale-WNV0510	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0511	wnv	Yale-WNV0511	2018-08-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0512	wnv	Yale-WNV0512	2018-09-04	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0513	wnv	Yale-WNV0513	2018-09-04	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0514	wnv	Yale-WNV0514	2018-09-04	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0515	wnv	Yale-WNV0515	2018-09-04	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0516	wnv	Yale-WNV0516	2018-09-04	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0517	wnv	Yale-WNV0517	2018-09-04	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0518	wnv	Yale-WNV0518	2018-09-04	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0519	wnv	Yale-WNV0519	2018-09-04	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0520	wnv	Yale-WNV0520	2018-09-04	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0521	wnv	Yale-WNV0521	2018-09-04	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0522	wnv	Yale-WNV0522	2018-09-04	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0523	wnv	Yale-WNV0523	2018-09-04	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0524	wnv	Yale-WNV0524	2018-09-04	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0525	wnv	Yale-WNV0525	2018-09-04	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0526	wnv	Yale-WNV0526	2018-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0527	wnv	Yale-WNV0527	2018-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0528	wnv	Yale-WNV0528	2018-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0529	wnv	Yale-WNV0529	2018-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0530	wnv	Yale-WNV0530	2018-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0531	wnv	Yale-WNV0531	2018-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0532	wnv	Yale-WNV0532	2018-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0533	wnv	Yale-WNV0533	2018-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0534	wnv	Yale-WNV0534	2018-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0535	wnv	Yale-WNV0535	2018-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0536	wnv	Yale-WNV0536	2018-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0537	wnv	Yale-WNV0537	2018-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0538	wnv	Yale-WNV0538	2018-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0539	wnv	Yale-WNV0539	2018-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0541	wnv	Yale-WNV0541	2018-09-06	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0542	wnv	Yale-WNV0542	2018-09-06	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0543	wnv	Yale-WNV0543	2018-09-06	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0544	wnv	Yale-WNV0544	2018-09-06	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0545	wnv	Yale-WNV0545	2018-09-06	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0546	wnv	Yale-WNV0546	2018-09-06	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0547	wnv	Yale-WNV0547	2018-09-06	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0549	wnv	Yale-WNV0549	2018-09-06	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0550	wnv	Yale-WNV0550	2018-09-06	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0551	wnv	Yale-WNV0551	2018-09-06	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0552	wnv	Yale-WNV0552	2018-09-06	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0554	wnv	Yale-WNV0554	2018-09-06	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0555	wnv	Yale-WNV0555	2018-09-06	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0556	wnv	Yale-WNV0556	2018-09-06	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0557	wnv	Yale-WNV0557	2018-09-06	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0559	wnv	Yale-WNV0559	2018-09-10	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0560	wnv	Yale-WNV0560	2018-09-10	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0561	wnv	Yale-WNV0561	2018-09-10	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0562	wnv	Yale-WNV0562	2018-09-11	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0563	wnv	Yale-WNV0563	2018-09-11	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0564	wnv	Yale-WNV0564	2018-09-11	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0565	wnv	Yale-WNV0565	2018-09-12	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0566	wnv	Yale-WNV0566	2018-09-13	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0567	wnv	Yale-WNV0567	2018-09-13	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0568	wnv	Yale-WNV0568	2018-09-17	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0569	wnv	Yale-WNV0569	2018-09-17	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0570	wnv	Yale-WNV0570	2018-09-17	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0571	wnv	Yale-WNV0571	2018-09-17	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0572	wnv	Yale-WNV0572	2018-09-17	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0573	wnv	Yale-WNV0573	2018-09-19	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0574	wnv	Yale-WNV0574	2018-09-19	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0575	wnv	Yale-WNV0575	2018-09-19	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0576	wnv	Yale-WNV0576	2018-09-20	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0577	wnv	Yale-WNV0577	2018-09-20	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0578	wnv	Yale-WNV0578	2018-09-20	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0579	wnv	Yale-WNV0579	2018-09-20	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0580	wnv	Yale-WNV0580	2018-09-20	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0581	wnv	Yale-WNV0581	2018-09-26	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0582	wnv	Yale-WNV0582	2018-10-02	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0583	wnv	Yale-WNV0583	2018-10-03	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0584	wnv	Yale-WNV0584	2018-10-03	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0585	wnv	Yale-WNV0585	2018-10-09	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0586	wnv	Yale-WNV0586	2018-10-10	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0587	wnv	Yale-WNV0587	2019-07-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0588	wnv	Yale-WNV0588	2019-07-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0589	wnv	Yale-WNV0589	2019-07-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0590	wnv	Yale-WNV0590	2019-07-30	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0591	wnv	Yale-WNV0591	2019-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0592	wnv	Yale-WNV0592	2019-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0593	wnv	Yale-WNV0593	2019-08-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0595	wnv	Yale-WNV0595	2019-08-08	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0596	wnv	Yale-WNV0596	2019-08-08	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0597	wnv	Yale-WNV0597	2019-08-12	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0598	wnv	Yale-WNV0598	2019-08-13	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0599	wnv	Yale-WNV0599	2019-08-13	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0600	wnv	Yale-WNV0600	2019-08-13	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0601	wnv	Yale-WNV0601	2019-08-13	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0602	wnv	Yale-WNV0602	2019-08-13	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0603	wnv	Yale-WNV0603	2019-08-14	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0604	wnv	Yale-WNV0604	2019-08-14	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0605	wnv	Yale-WNV0605	2019-08-14	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0606	wnv	Yale-WNV0606	2019-08-14	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0607	wnv	Yale-WNV0607	2019-08-14	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0608	wnv	Yale-WNV0608	2019-08-15	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0609	wnv	Yale-WNV0609	2019-08-19	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0610	wnv	Yale-WNV0610	2019-08-19	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0611	wnv	Yale-WNV0611	2019-08-19	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0612	wnv	Yale-WNV0612	2019-08-20	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0613	wnv	Yale-WNV0613	2019-08-21	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0614	wnv	Yale-WNV0614	2019-08-21	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0615	wnv	Yale-WNV0615	2019-08-21	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0616	wnv	Yale-WNV0616	2019-08-21	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0617	wnv	Yale-WNV0617	2019-08-22	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0618	wnv	Yale-WNV0618	2019-08-22	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0619	wnv	Yale-WNV0619	2019-08-22	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0620	wnv	Yale-WNV0620	2019-08-22	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0621	wnv	Yale-WNV0621	2019-08-27	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0622	wnv	Yale-WNV0622	2019-08-27	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0623	wnv	Yale-WNV0623	2019-08-27	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0624	wnv	Yale-WNV0624	2019-08-28	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0625	wnv	Yale-WNV0625	2019-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0626	wnv	Yale-WNV0626	2019-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0627	wnv	Yale-WNV0627	2019-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0628	wnv	Yale-WNV0628	2019-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0629	wnv	Yale-WNV0629	2019-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0630	wnv	Yale-WNV0630	2019-08-29	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0631	wnv	Yale-WNV0631	2019-09-03	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0632	wnv	Yale-WNV0632	2019-09-03	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0633	wnv	Yale-WNV0633	2019-09-03	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0634	wnv	Yale-WNV0634	2019-09-03	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0635	wnv	Yale-WNV0635	2019-09-03	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0636	wnv	Yale-WNV0636	2019-09-04	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0637	wnv	Yale-WNV0637	2019-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0638	wnv	Yale-WNV0638	2019-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0639	wnv	Yale-WNV0639	2019-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0640	wnv	Yale-WNV0640	2019-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0641	wnv	Yale-WNV0641	2019-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0642	wnv	Yale-WNV0642	2019-09-10	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0643	wnv	Yale-WNV0643	2019-09-10	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0644	wnv	Yale-WNV0644	2019-09-11	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0645	wnv	Yale-WNV0645	2019-09-11	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0646	wnv	Yale-WNV0646	2019-09-12	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0647	wnv	Yale-WNV0647	2019-09-12	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0648	wnv	Yale-WNV0648	2019-09-12	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0649	wnv	Yale-WNV0649	2019-09-16	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0650	wnv	Yale-WNV0650	2019-09-23	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0651	wnv	Yale-WNV0651	2019-09-24	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0652	wnv	Yale-WNV0652	2019-09-24	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0653	wnv	Yale-WNV0653	2016-07-27	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0654	wnv	Yale-WNV0654	2016-07-27	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0655	wnv	Yale-WNV0655	2016-07-27	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0656	wnv	Yale-WNV0656	2016-07-27	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0657	wnv	Yale-WNV0657	2016-07-27	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0658	wnv	Yale-WNV0658	2016-07-27	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0659	wnv	Yale-WNV0659	2016-07-28	North America	USA	NA	CT			genome						41.5978	-72.7554	
Yale-WNV0660	wnv	Yale-WNV0660	2016-08-03	North America	USA	NA	CT			genome						41.5978	-72.7554	
UNMC0001	wnv	UNMC0001	2013-07-10	North America	USA	NE	NE/Scotts-Bluff			genome						41.8696	-103.6643	Scotts-Bluff
UNMC0002	wnv	UNMC0002	2023-06-26	North America	USA	NE	NE/Dodge			genome						41.5941	-96.6166	Dodge
UNMC0003	wnv	UNMC0003	2023-06-26	North America	USA	NE	NE/Lancaster			genome						40.8471	-96.6878	Lancaster
UNMC0004	wnv	UNMC0004	2023-06-26	North America	USA	NE	NE/Red-Willow			genome						40.1794	-100.4823	Red-Willow
UNMC0005	wnv	UNMC0005	2023-07-05	North America	USA	NE	NE/Box-Butte			genome						42.2475	-103.0899	Box-Butte
UNMC0006	wnv	UNMC0006	2023-07-05	North America	USA	NE	NE/Box-Butte			genome						42.2475	-103.0899	Box-Butte
UNMC0007	wnv	UNMC0007	2012-07-16	North America	USA	NE	NE/Madison			genome						41.9179	-97.5933	Madison
UNMC0008	wnv	UNMC0008	2022-08-22	North America	USA	NE	NE/Wayne			genome						42.2471	-97.0473	Wayne
UNMC0009	wnv	UNMC0009	2022-08-22	North America	USA	NE	NE/Adams			genome						40.5594	-98.4608	Adams
UNMC0010	wnv	UNMC0010	2022-08-22	North America	USA	NE	NE/Adams			genome						40.5594	-98.4608	Adams
UNMC0011	wnv	UNMC0011	2022-08-29	North America	USA	NE	NE/Dawson			genome						40.8703	-99.8122	Dawson
UNMC0012	wnv	UNMC0012	2022-08-29	North America	USA	NE	NE/Dakota			genome						42.3856	-96.5721	Dakota
UNMC0013	wnv	UNMC0013	2022-09-06	North America	USA	NE	NE/Dodge			genome						41.5941	-96.6166	Dodge
UNMC0014	wnv	UNMC0014	2022-09-06	North America	USA	NE	NE/Lancaster			genome						40.8471	-96.6878	Lancaster
UNMC0015	wnv	UNMC0015	2022-09-12	North America	USA	NE	NE/Adams			genome						40.5594	-98.4608	Adams
UNMC0016	wnv	UNMC0016	2022-09-12	North America	USA	NE	NE/Garfield			genome						41.9189	-99.1278	Garfield
UNMC0017	wnv	UNMC0017	2022-09-12	North America	USA	NE	NE/Hall			genome						40.8819	-98.5725	Hall
UNMC0018	wnv	UNMC0018	2017-08-09	North America	USA	NE	NE/Scotts-Bluff			genome						41.8696	-103.6643	Scotts-Bluff
UNMC0019	wnv	UNMC0019	2014-08-15	North America	USA	NE	NE/Red-Willow			genome						40.1794	-100.4823	Red-Willow
UNMC0020	wnv	UNMC0020	2018-09-04	North America	USA	NE	NE/Adams			genome						40.5594	-98.4608	Adams
UNMC0022	wnv	UNMC0022	2012-07-16	North America	USA	NE	NE/Madison			genome						41.9179	-97.5933	Madison
UNMC0024	wnv	UNMC0024	2012-07-17	North America	USA	NE	NE/Madison			genome						41.9179	-97.5933	Madison
UNMC0025	wnv	UNMC0025	2012-07-26	North America	USA	NE	NE/Chase			genome						40.5163	-101.6942	Chase
UNMC0026	wnv	UNMC0026	2012-07-26	North America	USA	NE	NE/Chase			genome						40.5163	-101.6942	Chase
UNMC0028	wnv	UNMC0028	2012-08-15	North America	USA	NE	NE/Chase			genome						40.5163	-101.6942	Chase
UNMC0029	wnv	UNMC0029	2012-08-15	North America	USA	NE	NE/Chase			genome						40.5163	-101.6942	Chase
UNMC0031	wnv	UNMC0031	2012-07-16	North America	USA	NE	NE/Madison			genome						41.9179	-97.5933	Madison
